id,time,qpos,qvel,qacc,ctrl
147,0.2960000000000002,[0.0013048  0.00255862],[0.01597194 0.03013831],[0.13278677 0.22656064],[1.46253879 0.        ]
148,0.2980000000000002,[0.00133728 0.0026198 ],[0.0162393  0.03059268],[0.1336766 0.2271852],[1.47390365 0.        ]
149,0.3000000000000002,[0.0013703 0.0026819],[0.0165084 0.0310482],[0.13455076 0.22775834],[1.48513925 0.        ]
150,0.3020000000000002,[0.00140385 0.00274491],[0.01677922 0.03150475],[0.13540896 0.22827936],[1.49624248 0.        ]
151,0.3040000000000002,[0.00143796 0.00280884],[0.01705172 0.03196225],[0.13625087 0.22874757],[1.50721023 0.        ]
152,0.3060000000000002,[0.00147261 0.00287368],[0.01732587 0.03242057],[0.1370762 0.2291623],[1.51803942 0.        ]
153,0.3080000000000002,[0.00150781 0.00293944],[0.01760164 0.03287962],[0.13788465 0.22952287],[1.52872696 0.        ]
154,0.3100000000000002,[0.00154357 0.00300611],[0.01787899 0.03333928],[0.1386759  0.22982863],[1.53926978 0.        ]
155,0.3120000000000002,[0.00157989 0.00307371],[0.01815789 0.03379943],[0.13944966 0.23007892],[1.54966483 0.        ]
156,0.3140000000000002,[0.00161676 0.00314223],[0.0184383  0.03425998],[0.14020564 0.23027311],[1.55990908 0.        ]
157,0.3160000000000002,[0.0016542  0.00321167],[0.01872019 0.0347208 ],[0.14094354 0.23041055],[1.5699995 0.       ]
158,0.3180000000000002,[0.00169221 0.00328204],[0.01900352 0.03518178],[0.14166306 0.23049062],[1.57993308 0.        ]
159,0.32000000000000023,[0.00173079 0.00335332],[0.01928824 0.03564281],[0.14236391 0.2305127 ],[1.58970683 0.        ]
160,0.32200000000000023,[0.00176994 0.00342553],[0.01957434 0.03610376],[0.14304581 0.2304762 ],[1.59931776 0.        ]
161,0.32400000000000023,[0.00180966 0.00349866],[0.01986175 0.03656452],[0.14370848 0.23038052],[1.60876293 0.        ]
